(124, 17, 30, 13)
(125, 15, 24, 18)
(126, 20, 18, 14)
(127, 20, 19, 19)
(128, 20, 20, 12)
(129, 18, 28, 22)
(130, 26, 20, 18)
(131, 18, 28, 18)
(132, 19, 26, 10)
(133, 27, 19, 16)
(134, 15, 22, 19)
(135, 24, 24, 15)
(136, 20, 27, 16)
(137, 21, 29, 22)
(138, 18, 29, 16)
(139, 18, 26, 14)
(140, 23, 27, 12)
(141, 14, 25, 12)
(142, 12, 33, 12)
(143, 18, 22, 15)
(144, 16, 19, 14)
(145, 19, 29, 17)
(146, 22, 32, 19)
(147, 16, 25, 17)
(148, 17, 22, 15)
(149, 20, 31, 22)
(150, 17, 33, 18)
(151, 17, 24, 12)
(152, 20, 31, 23)
(153, 13, 35, 18)
(154, 21, 19, 19)
(155, 18, 26, 11)
(156, 26, 14, 19)
(157, 11, 24, 14)
(158, 18, 24, 10)
(159, 23, 23, 12)
(160, 22, 32, 19)
(161, 23, 25, 14)
(162, 21, 24, 16)
(163, 22, 16, 17)
(164, 15, 34, 14)
(165, 17, 32, 18)
(166, 17, 19, 12)
(167, 15, 29, 20)
(168, 16, 19, 15)
(169, 17, 13, 13)
(170, 19, 29, 22)
(171, 23, 21, 14)
(172, 20, 26, 13)
(173, 22, 25, 20)
(174, 23, 23, 13)
(175, 18, 18, 10)
(176, 23, 22, 14)
(177, 21, 25, 18)
(178, 16, 30, 10)
(179, 20, 20, 14)
(180, 16, 26, 16)
(181, 15, 30, 20)
(182, 19, 27, 18)
(183, 17, 29, 22)
(184, 23, 23, 11)
(185, 21, 26, 18)
(186, 21, 32, 21)
(187, 20, 29, 23)
(188, 21, 26, 12)
(189, 17, 20, 12)
(190, 23, 25, 20)
(191, 16, 36, 15)
(192, 16, 22, 16)
(193, 18, 29, 19)
(194, 24, 24, 14)
(195, 13, 28, 14)
(196, 22, 20, 15)
(197, 27, 18, 19)
(198, 25, 29, 23)
(199, 25, 23, 14)
(200, 21, 26, 19)
(201, 12, 41, 15)
(202, 21, 19, 12)
(203, 21, 18, 15)
(204, 15, 24, 14)
(205, 24, 17, 11)
(206, 20, 29, 22)
(207, 14, 30, 15)
(208, 13, 34, 19)
(209, 12, 28, 15)
(210, 23, 28, 20)
(211, 9, 27, 15)
(212, 19, 33, 14)
(213, 24, 31, 17)
(214, 15, 20, 14)
(215, 14, 19, 7)
(216, 18, 33, 24)
(217, 21, 31, 25)
(218, 25, 22, 19)
(219, 19, 24, 18)
(220, 22, 18, 11)
(221, 14, 24, 17)
(222, 18, 36, 24)
(223, 23, 29, 23)
(224, 21, 29, 22)
(225, 19, 32, 16)
(226, 18, 30, 18)
(227, 22, 29, 17)
(228, 18, 23, 15)
(229, 21, 26, 21)
(230, 19, 23, 18)
(231, 17, 33, 17)
(232, 19, 23, 13)
(233, 22, 28, 17)
(234, 16, 30, 18)
(235, 19, 30, 24)
(236, 17, 36, 18)
(237, 13, 14, 7)
(238, 19, 28, 18)
(239, 25, 28, 19)
(240, 18, 21, 10)
(241, 24, 24, 22)
(242, 15, 31, 18)
(243, 23, 27, 20)
(244, 17, 15, 7)
(245, 12, 22, 15)
(246, 20, 13, 14)
(247, 20, 22, 15)
(248, 22, 27, 17)
(249, 15, 22, 12)
(250, 20, 31, 14)
(251, 16, 40, 19)
(252, 18, 22, 16)
(253, 15, 26, 12)
(254, 19, 25, 12)
(255, 19, 25, 16)
(256, 21, 28, 18)
(257, 18, 29, 16)
(258, 18, 31, 24)
(259, 18, 24, 15)
(260, 21, 18, 13)
(261, 18, 31, 19)
(262, 21, 31, 21)
(263, 14, 26, 18)
(264, 19, 17, 11)
(265, 19, 21, 18)
(266, 19, 34, 19)
(267, 24, 22, 14)
(268, 18, 23, 14)
(269, 17, 23, 10)
(270, 15, 25, 13)
(271, 23, 22, 14)
(272, 17, 30, 14)
(273, 19, 20, 12)
(274, 16, 27, 19)
(275, 19, 14, 6)
(276, 19, 21, 15)
(277, 20, 29, 19)
(278, 13, 39, 19)
(279, 18, 25, 17)
(280, 18, 24, 11)
(281, 19, 34, 25)
(282, 15, 31, 18)
(283, 19, 26, 22)
(284, 19, 31, 18)
(285, 14, 36, 25)
(286, 17, 18, 10)
(287, 19, 22, 18)
(288, 16, 29, 17)
(289, 19, 23, 17)
(290, 16, 28, 12)
(291, 19, 23, 17)
(292, 14, 18, 12)
(293, 22, 31, 24)
(294, 15, 36, 24)
(295, 20, 23, 20)
(296, 19, 22, 13)
(297, 16, 32, 24)
(298, 16, 20, 8)
(299, 20, 13, 14)
(300, 17, 27, 18)
(301, 19, 22, 13)
(302, 21, 27, 18)
(303, 27, 18, 15)
(304, 17, 37, 23)
(305, 20, 28, 21)
(306, 15, 34, 20)
(307, 16, 19, 14)
(308, 23, 21, 19)
(309, 17, 24, 17)
(310, 16, 22, 11)
(311, 13, 31, 17)
(312, 10, 28, 12)
(313, 22, 24, 13)
(314, 18, 30, 13)
(315, 20, 21, 16)
(316, 16, 24, 18)
(317, 21, 23, 14)
(318, 14, 37, 20)
(319, 19, 32, 24)
(320, 16, 32, 20)
(321, 16, 31, 19)
(322, 19, 32, 24)
(323, 24, 25, 18)
(324, 19, 31, 18)
(325, 14, 19, 5)
(326, 22, 15, 14)
(327, 14, 29, 15)
(328, 18, 29, 12)
(329, 17, 26, 18)
(330, 27, 17, 11)
(331, 17, 34, 17)
(332, 22, 20, 14)
(333, 17, 16, 12)
(334, 24, 25, 19)
(335, 24, 25, 21)
(336, 17, 21, 12)
(337, 23, 27, 16)
(338, 17, 34, 22)
(339, 13, 31, 7)
(340, 16, 24, 11)
(341, 18, 24, 13)
(342, 21, 22, 15)
(343, 14, 27, 13)
(344, 18, 23, 15)
(345, 17, 33, 22)
(346, 25, 26, 19)
(347, 20, 20, 16)
(348, 16, 31, 17)
(349, 17, 19, 18)
(350, 20, 31, 24)
(351, 17, 27, 14)
(352, 17, 13, 10)
(353, 24, 22, 15)
(354, 21, 27, 14)
(355, 15, 24, 15)
(356, 20, 19, 10)
(357, 21, 26, 17)
(358, 24, 20, 16)
(359, 25, 19, 21)
(360, 9, 35, 11)
(361, 17, 19, 9)
(362, 16, 31, 19)
(363, 21, 27, 21)
(364, 13, 36, 14)
(365, 19, 26, 15)
(366, 20, 26, 22)
(367, 17, 16, 11)
(368, 15, 17, 11)
(369, 16, 29, 18)
(370, 16, 26, 13)
(371, 12, 21, 10)
(372, 19, 29, 19)
(373, 16, 21, 11)
(374, 20, 23, 15)
(375, 13, 28, 11)
(376, 16, 27, 22)
(377, 21, 21, 8)
(378, 24, 26, 22)
(379, 17, 26, 13)
(380, 18, 19, 8)
(381, 24, 24, 20)
(382, 11, 38, 25)
(383, 16, 41, 22)
(384, 12, 12, 10)
(385, 20, 30, 21)
(386, 18, 30, 13)
(387, 21, 25, 18)
(388, 19, 28, 15)
(389, 21, 23, 20)
(390, 15, 31, 18)
(391, 13, 32, 18)
(392, 16, 17, 12)
(393, 21, 19, 14)
(394, 17, 27, 17)
(395, 26, 24, 23)
(396, 17, 25, 16)
(397, 23, 27, 17)
(398, 16, 13, 12)
(399, 22, 13, 11)
(400, 18, 20, 18)
(401, 14, 35, 17)
(402, 17, 24, 12)
(403, 22, 18, 21)
(404, 20, 18, 11)
(405, 14, 24, 12)
(406, 15, 33, 12)
(407, 21, 30, 23)
(408, 18, 17, 17)
(409, 13, 28, 13)
(410, 20, 14, 16)
(411, 19, 29, 13)
(412, 16, 21, 14)
(413, 19, 18, 9)
(414, 16, 9, 7)
(415, 22, 32, 20)
(416, 18, 28, 18)
(417, 15, 35, 21)
(418, 18, 30, 17)
(419, 22, 24, 20)
(420, 18, 27, 18)
(421, 18, 24, 13)
(422, 21, 21, 15)
(423, 16, 26, 13)
(424, 22, 24, 19)
(425, 15, 26, 22)
(426, 15, 27, 12)
(427, 20, 25, 18)
(428, 18, 27, 15)
(429, 16, 19, 12)
(430, 13, 23, 16)
(431, 26, 24, 19)
(432, 18, 21, 12)
(433, 20, 31, 23)
(434, 20, 28, 18)
(435, 21, 21, 18)
(436, 13, 35, 22)
(437, 19, 31, 26)
(438, 18, 27, 25)
(439, 19, 24, 23)
(440, 23, 26, 25)
(441, 16, 19, 12)
(442, 21, 23, 15)
(443, 24, 24, 20)
(444, 15, 30, 16)
(445, 19, 26, 16)
(446, 12, 14, 11)
(447, 20, 20, 13)
(448, 20, 27, 13)
(449, 19, 22, 13)
(450, 22, 31, 15)
(451, 16, 36, 24)
(452, 25, 31, 27)
(453, 15, 19, 12)
(454, 21, 28, 17)
(455, 14, 25, 15)
(456, 26, 16, 15)
(457, 16, 33, 18)
(458, 16, 27, 19)
(459, 19, 19, 15)
(460, 28, 25, 18)
(461, 18, 26, 19)
(462, 17, 24, 23)
(463, 21, 26, 20)
(464, 17, 34, 24)
(465, 20, 22, 12)
(466, 18, 20, 12)
(467, 23, 25, 14)
(468, 18, 32, 15)
(469, 14, 27, 18)
(470, 23, 21, 14)
(471, 18, 23, 16)
(472, 27, 18, 21)
(473, 19, 31, 19)
(474, 20, 26, 19)
(475, 20, 18, 15)
(476, 19, 24, 10)
(477, 20, 21, 16)
(478, 18, 27, 15)
(479, 16, 27, 15)
(480, 10, 43, 21)
(481, 15, 34, 13)
(482, 16, 32, 22)
(483, 20, 30, 20)
(484, 17, 25, 14)
(485, 23, 21, 13)
(486, 13, 20, 11)
(487, 17, 32, 19)
(488, 19, 23, 16)
(489, 14, 17, 10)
(490, 21, 27, 13)
(491, 15, 28, 15)
(492, 17, 22, 11)
(493, 17, 24, 16)
(494, 13, 29, 19)
(495, 14, 24, 17)
(496, 18, 27, 14)
(497, 17, 31, 20)
(498, 15, 25, 13)
(499, 20, 30, 17)
(500, 14, 23, 16)
(501, 24, 24, 21)
(502, 18, 16, 8)
(503, 13, 24, 14)
(504, 14, 26, 10)
(505, 21, 21, 20)
(506, 22, 25, 15)
(507, 13, 36, 24)
(508, 20, 25, 14)
(509, 13, 29, 19)
(510, 18, 26, 14)
(511, 11, 29, 12)
(512, 22, 29, 18)
(513, 24, 20, 13)
(514, 20, 29, 20)
(515, 25, 20, 18)
(516, 21, 29, 18)
(517, 20, 19, 14)
(518, 20, 32, 18)
(519, 20, 28, 13)
(520, 22, 24, 18)
(521, 11, 21, 9)
(522, 22, 8, 6)
(523, 16, 28, 18)
(524, 18, 30, 19)
(525, 19, 29, 14)
(526, 11, 9, 4)
(527, 20, 30, 20)
(528, 23, 31, 20)
(529, 26, 19, 15)
(530, 22, 26, 20)
(531, 14, 20, 8)
(532, 17, 24, 13)
(533, 15, 35, 16)
(534, 27, 20, 16)
(535, 21, 21, 17)
(536, 12, 31, 19)
(537, 23, 28, 23)
(538, 26, 16, 17)
(539, 19, 25, 17)
(540, 17, 19, 13)
(541, 17, 31, 23)
(542, 16, 25, 15)
(543, 16, 28, 17)
(544, 17, 16, 11)
(545, 19, 23, 12)
(546, 15, 34, 20)
(547, 16, 32, 12)
(548, 22, 24, 14)
(549, 22, 23, 15)
(550, 23, 28, 21)
(551, 18, 15, 10)
(552, 27, 23, 21)
(553, 24, 23, 22)
(554, 12, 38, 14)
(555, 22, 26, 19)
(556, 18, 20, 14)
(557, 19, 22, 13)
(558, 10, 31, 14)
(559, 19, 30, 19)
(560, 18, 29, 20)
(561, 20, 30, 13)
(562, 18, 33, 17)
(563, 15, 25, 14)
(564, 17, 24, 15)
(565, 14, 24, 13)
(566, 14, 34, 18)
(567, 11, 11, 9)
(568, 15, 28, 12)
(569, 19, 19, 7)
(570, 25, 19, 14)
(571, 20, 32, 25)
(572, 16, 28, 15)
(573, 16, 34, 18)
(574, 13, 18, 14)
(575, 23, 29, 18)
(576, 21, 27, 21)
(577, 19, 27, 14)
(578, 21, 30, 23)
(579, 16, 13, 10)
(580, 12, 25, 16)
(581, 22, 22, 13)
(582, 21, 30, 16)
(583, 18, 14, 7)
(584, 17, 32, 19)
(585, 20, 26, 15)
(586, 21, 32, 23)
(587, 20, 26, 14)
(588, 18, 24, 22)
(589, 27, 12, 15)
(590, 14, 23, 11)
(591, 10, 21, 7)
(592, 20, 29, 14)
(593, 18, 22, 14)
(594, 15, 29, 13)
(595, 21, 26, 13)
(596, 22, 22, 20)
(597, 14, 20, 9)
(598, 20, 25, 15)
(599, 23, 19, 16)
(600, 19, 31, 22)
(601, 12, 21, 14)
(602, 15, 20, 12)
(603, 18, 23, 18)
(604, 19, 30, 20)
(605, 13, 33, 14)
(606, 23, 17, 15)
(607, 20, 21, 18)
(608, 21, 8, 7)
(609, 14, 34, 22)
(610, 22, 20, 15)
(611, 21, 19, 10)
(612, 17, 29, 15)
(613, 23, 20, 16)
(614, 19, 20, 14)
(615, 16, 26, 14)
(616, 14, 26, 13)
(617, 15, 24, 18)
(618, 20, 23, 18)
(619, 19, 31, 24)
(620, 16, 31, 15)
(621, 22, 19, 16)
(622, 23, 27, 25)
(623, 12, 39, 17)
(624, 23, 20, 10)
(625, 20, 19, 8)
(626, 19, 18, 14)
(627, 12, 42, 18)
(628, 23, 28, 15)
(629, 18, 25, 15)
(630, 19, 16, 15)
(631, 17, 16, 5)
(632, 20, 25, 12)
(633, 23, 30, 22)
(634, 17, 18, 15)
(635, 15, 22, 17)
(636, 15, 12, 14)
(637, 18, 11, 10)
(638, 24, 28, 13)
(639, 16, 3, 6)
(640, 15, 23, 13)
(641, 22, 21, 17)
(642, 20, 32, 13)
(643, 18, 21, 9)
(644, 21, 29, 23)
(645, 22, 21, 9)
(646, 22, 25, 20)
(647, 21, 22, 19)
(648, 18, 20, 12)
(649, 14, 22, 11)
(650, 23, 23, 14)
(651, 13, 26, 17)
(652, 18, 31, 17)
(653, 20, 29, 14)
(654, 20, 30, 19)
(655, 23, 21, 15)
(656, 21, 17, 14)
(657, 18, 25, 13)
(658, 23, 26, 16)
(659, 22, 16, 9)
(660, 18, 24, 18)
(661, 22, 22, 18)
(662, 16, 19, 14)
(663, 25, 22, 18)
(664, 22, 24, 18)
(665, 17, 28, 16)
(666, 23, 24, 24)
(667, 25, 31, 21)
(668, 21, 20, 15)
(669, 24, 26, 19)
(670, 24, 25, 24)
(671, 15, 23, 16)
(672, 19, 25, 16)
(673, 24, 21, 20)
(674, 20, 25, 13)
(675, 21, 23, 18)
(676, 15, 26, 13)
(677, 18, 25, 13)
(678, 22, 17, 11)
(679, 18, 29, 19)
(680, 15, 26, 18)
(681, 20, 27, 20)
(682, 16, 26, 13)
(683, 17, 29, 22)
(684, 17, 35, 17)
(685, 17, 23, 12)
(686, 16, 34, 22)
(687, 25, 26, 16)
(688, 15, 13, 10)
(689, 21, 27, 20)
(690, 13, 38, 17)
(691, 18, 30, 17)
(692, 17, 30, 18)
(693, 14, 34, 18)
(694, 10, 35, 11)
(695, 14, 26, 16)
(696, 23, 14, 11)
(697, 19, 26, 14)
(698, 20, 18, 10)
(699, 21, 25, 19)
(700, 27, 21, 12)
(701, 21, 19, 10)
(702, 22, 24, 15)
(703, 18, 27, 14)
(704, 19, 27, 16)
(705, 19, 23, 16)
(706, 16, 24, 16)
(707, 18, 33, 19)
(708, 23, 26, 21)
(709, 18, 32, 19)
(710, 22, 25, 16)
(711, 18, 25, 16)
(712, 21, 28, 15)
(713, 17, 32, 21)
(714, 13, 17, 9)
(715, 17, 25, 11)
(716, 19, 20, 9)
(717, 20, 31, 20)
(718, 22, 30, 23)
(719, 28, 22, 24)
(720, 19, 30, 16)
(721, 17, 30, 18)
(722, 17, 27, 15)
(723, 9, 21, 6)
(724, 19, 23, 14)
(725, 22, 20, 16)
(726, 25, 25, 19)
(727, 20, 27, 21)
(728, 24, 24, 17)
(729, 14, 29, 14)
(730, 19, 19, 18)
(731, 23, 26, 13)
(732, 20, 29, 10)
(733, 24, 21, 18)
(734, 9, 30, 12)
(735, 14, 16, 8)
(736, 22, 18, 15)
(737, 19, 31, 23)
(738, 24, 16, 17)
(739, 17, 28, 17)
(740, 21, 18, 11)
(741, 20, 23, 14)
(742, 19, 25, 15)
(743, 22, 16, 17)
(744, 14, 19, 8)
(745, 29, 19, 21)
(746, 22, 24, 13)
(747, 18, 30, 16)
(748, 20, 26, 16)
(749, 25, 22, 16)
(750, 24, 26, 23)
(751, 11, 27, 18)
(752, 29, 20, 22)
(753, 25, 24, 16)
(754, 18, 29, 21)
(755, 19, 30, 16)
(756, 22, 33, 17)
(757, 20, 26, 15)
(758, 16, 27, 14)
(759, 26, 21, 18)
(760, 20, 20, 20)
(761, 18, 29, 16)
(762, 26, 20, 13)
(763, 20, 27, 16)
(764, 20, 26, 17)
(765, 18, 12, 11)
(766, 18, 34, 15)
(767, 21, 29, 22)
(768, 17, 32, 20)
(769, 22, 18, 12)
(770, 17, 19, 14)
(771, 30, 27, 21)
(772, 26, 28, 22)
(773, 21, 28, 13)
(774, 18, 31, 11)
(775, 14, 37, 20)
(776, 21, 26, 17)
(777, 19, 28, 19)
(778, 26, 19, 14)
(779, 20, 25, 20)
(780, 18, 10, 8)
(781, 18, 27, 16)
(782, 18, 18, 16)
(783, 20, 36, 19)
(784, 22, 33, 20)
(785, 17, 30, 16)
(786, 19, 18, 21)
(787, 20, 24, 14)
(788, 18, 23, 18)
(789, 20, 32, 14)
(790, 16, 23, 16)
(791, 20, 20, 12)
(792, 22, 23, 16)
(793, 21, 26, 22)
(794, 19, 27, 16)
(795, 18, 30, 24)
(796, 17, 23, 20)
(797, 24, 21, 17)
(798, 21, 16, 11)
(799, 16, 24, 13)
(800, 16, 20, 13)
(801, 23, 24, 20)
(802, 19, 23, 20)
(803, 19, 18, 8)
(804, 20, 28, 20)
(805, 15, 29, 11)
(806, 23, 31, 16)
(807, 26, 29, 22)
(808, 14, 28, 12)
(809, 17, 17, 12)
(810, 21, 32, 19)
(811, 21, 17, 11)
(812, 16, 18, 12)
(813, 24, 23, 21)
(814, 17, 26, 16)
(815, 22, 15, 12)
(816, 21, 24, 21)
(817, 17, 18, 17)
(818, 20, 29, 13)
(819, 15, 27, 18)
(820, 17, 28, 18)
(821, 20, 34, 22)
(822, 15, 32, 20)
(823, 20, 19, 9)
(824, 18, 18, 12)
(825, 13, 23, 12)
(826, 19, 27, 18)
(827, 19, 27, 16)
(828, 19, 28, 12)
(829, 27, 16, 10)
(830, 20, 17, 11)
(831, 21, 21, 13)
(832, 17, 11, 14)
(833, 18, 27, 19)
(834, 14, 21, 15)
(835, 16, 21, 14)
(836, 24, 27, 16)
(837, 24, 25, 19)
(838, 24, 30, 21)
(839, 19, 24, 16)
(840, 22, 29, 21)
(841, 22, 17, 19)
(842, 19, 25, 13)
(843, 21, 28, 13)
(844, 11, 32, 19)
(845, 14, 17, 8)
(846, 17, 28, 17)
(847, 21, 23, 18)
(848, 14, 29, 15)
(849, 18, 24, 14)
(850, 18, 30, 18)
(851, 26, 28, 22)
(852, 19, 15, 8)
(853, 17, 21, 12)
(854, 18, 9, 7)
(855, 17, 19, 12)
(856, 17, 24, 19)
(857, 17, 32, 18)
(858, 16, 18, 13)
(859, 18, 30, 19)
(860, 16, 19, 14)
(861, 22, 22, 17)
(862, 17, 31, 17)
(863, 20, 25, 11)
(864, 22, 28, 24)
(865, 18, 26, 13)
(866, 21, 27, 12)
(867, 17, 15, 15)
(868, 20, 29, 18)
(869, 22, 29, 11)
(870, 19, 25, 19)
(871, 13, 31, 18)
(872, 12, 23, 18)
(873, 15, 13, 6)
(874, 19, 20, 11)
(875, 14, 16, 12)
(876, 23, 29, 20)
(877, 17, 17, 16)
(878, 17, 24, 17)
(879, 23, 30, 25)
(880, 16, 35, 16)
(881, 12, 38, 21)
(882, 23, 14, 15)
(883, 11, 27, 5)
(884, 21, 17, 16)
(885, 17, 5, 7)
(886, 18, 14, 12)
(887, 16, 25, 17)
(888, 20, 30, 18)
(889, 19, 23, 13)
(890, 19, 20, 14)
(891, 21, 32, 16)
(892, 20, 29, 17)
(893, 17, 27, 15)
(894, 17, 19, 10)
(895, 19, 27, 17)
(896, 18, 21, 17)
(897, 16, 31, 17)
(898, 23, 25, 22)
(899, 22, 28, 22)
(900, 25, 23, 25)
(901, 23, 19, 19)
(902, 28, 20, 16)
(903, 18, 25, 16)
(904, 17, 32, 18)
(905, 14, 28, 20)
(906, 23, 27, 17)
(907, 18, 30, 11)
(908, 22, 28, 13)
(909, 18, 27, 16)
(910, 15, 28, 15)
(911, 29, 25, 20)
(912, 24, 27, 18)
(913, 15, 22, 10)
(914, 20, 23, 12)
(915, 14, 29, 15)
(916, 20, 28, 23)
(917, 21, 22, 16)
(918, 20, 24, 16)
(919, 15, 13, 9)
(920, 16, 24, 15)
(921, 25, 23, 13)
(922, 17, 29, 17)
(923, 11, 27, 12)
(924, 19, 34, 26)
(925, 17, 32, 20)
(926, 20, 29, 18)
(927, 17, 29, 17)
(928, 20, 24, 17)
(929, 25, 24, 18)
(930, 13, 15, 9)
(931, 17, 29, 15)
(932, 15, 31, 14)
(933, 19, 26, 15)
(934, 15, 35, 19)
(935, 14, 27, 18)
(936, 18, 33, 17)
(937, 20, 26, 18)
(938, 22, 27, 16)
(939, 18, 26, 16)
(940, 13, 19, 5)
(941, 19, 29, 18)
(942, 22, 29, 22)
(943, 21, 17, 12)
(944, 25, 26, 19)
(945, 19, 22, 17)
(946, 20, 24, 19)
(947, 21, 27, 18)
(948, 19, 34, 16)
(949, 19, 30, 20)
(950, 16, 38, 24)
(951, 18, 22, 21)
(952, 16, 12, 10)
(953, 16, 26, 9)
(954, 18, 17, 12)
(955, 16, 30, 14)
(956, 16, 29, 16)
(957, 26, 23, 16)
(958, 22, 28, 16)
(959, 15, 13, 8)
(960, 19, 24, 18)
(961, 21, 29, 22)
(962, 24, 17, 17)
(963, 12, 14, 11)
(964, 21, 29, 23)
(965, 21, 28, 14)
(966, 18, 26, 18)
(967, 20, 25, 19)
(968, 19, 29, 22)
(969, 15, 26, 14)
(970, 15, 32, 23)
(971, 14, 30, 13)
(972, 23, 32, 16)
(973, 23, 23, 13)
(974, 15, 35, 17)
(975, 23, 22, 16)
(976, 23, 14, 7)
(977, 13, 30, 16)
(978, 14, 11, 6)
(979, 21, 18, 13)
(980, 16, 21, 16)
(981, 16, 13, 8)
(982, 19, 22, 16)
(983, 21, 26, 20)
(984, 22, 22, 15)
(985, 14, 19, 9)
(986, 10, 33, 13)
(987, 19, 27, 14)
(988, 18, 26, 12)
(989, 18, 29, 14)
(990, 19, 15, 10)
(991, 20, 27, 14)
(992, 17, 21, 17)
(993, 20, 22, 12)
(994, 16, 32, 13)
(995, 21, 31, 18)
(996, 17, 20, 12)
(997, 23, 29, 13)
(998, 17, 32, 14)
(999, 23, 20, 14)
(1000, 26, 24, 19)
(1001, 10, 34, 20)
(1002, 18, 24, 14)
(1003, 18, 19, 14)
(1004, 19, 30, 16)
(1005, 23, 23, 18)
(1006, 16, 32, 20)
(1007, 20, 22, 14)
(1008, 24, 19, 14)
(1009, 12, 22, 13)
(1010, 19, 26, 16)
(1011, 20, 18, 7)
(1012, 17, 23, 15)
(1013, 8, 37, 19)
(1014, 17, 31, 11)
(1015, 16, 20, 12)
(1016, 24, 35, 20)
(1017, 21, 32, 24)
(1018, 22, 16, 13)
(1019, 14, 29, 14)
(1020, 11, 5, 4)
(1021, 17, 30, 25)
(1022, 21, 16, 14)
(1023, 19, 13, 9)
(1024, 16, 26, 11)
(1025, 20, 13, 10)
(1026, 18, 31, 18)
(1027, 24, 31, 26)
(1028, 12, 34, 15)
(1029, 16, 27, 14)
(1030, 20, 22, 17)
(1031, 22, 21, 19)
(1032, 19, 29, 15)
(1033, 25, 24, 14)
(1034, 17, 19, 11)
(1035, 18, 22, 13)
(1036, 20, 29, 11)
(1037, 16, 26, 23)
(1038, 23, 28, 25)
(1039, 17, 27, 14)
(1040, 18, 23, 15)
(1041, 14, 25, 15)
(1042, 17, 27, 11)
(1043, 14, 27, 13)
(1044, 20, 25, 17)
(1045, 18, 23, 16)
(1046, 12, 36, 19)
(1047, 17, 25, 17)
(1048, 21, 16, 15)
(1049, 16, 22, 18)
(1050, 21, 24, 11)
(1051, 24, 22, 23)
(1052, 20, 18, 18)
(1053, 19, 25, 19)
(1054, 20, 19, 17)
(1055, 19, 33, 19)
(1056, 15, 29, 14)
(1057, 17, 33, 19)
(1058, 17, 20, 11)
(1059, 15, 30, 13)
(1060, 17, 25, 10)
(1061, 16, 30, 17)
(1062, 20, 26, 11)
(1063, 16, 26, 24)
(1064, 15, 35, 16)
(1065, 22, 8, 11)
(1066, 20, 28, 12)
(1067, 17, 20, 14)
(1068, 13, 30, 22)
(1069, 15, 29, 15)
(1070, 19, 21, 12)
